lesson	sent_id	sound_file	sent	trans	grammar_sent	vocab_sent	kanji_sent
lesson02	02_11	sound/02_11.mov	これは「金銀その他の宝石も貴いでしょうが、子供以上に大切な宝物があるでしょうか、ありませんよ」という歌です。	The sense of the poem is that silver and gold and other jewels are no doubt precious, but could there be any treasure more precious than children? Of course not.		これは「<a onclick="show('../vocab/69.html')">金</a><a onclick="show('../vocab/68.html')">銀</a>その<a onclick="show('../vocab/1696.html')">他</a>の<a onclick="show('../vocab/1609.html')">宝石</a>も<a onclick="show('../vocab/1994.html')">貴い</a>でしょうが、<a onclick="show('../vocab/1608.html')">子供</a><a onclick="show('../vocab/1579.html')">以上</a>に<a onclick="show('../vocab/1612.html')">大切</a>な<a onclick="show('../vocab/1611.html')">宝物</a>があるでしょうか、ありませんよ」という歌です。	これは「金<a onclick="show_gif('../kanji/45.gif')">銀</a>その<a onclick="show_gif('../kanji/85.gif')">他</a>の<a onclick="show_gif('../kanji/46.gif')">宝</a>石も<a onclick="show_gif('../kanji/37.gif')">貴</a>いでしょうが、子<a onclick="show_gif('../kanji/44.gif')">供</a>以上に大切な宝物があるでしょうか、ありませんよ」という歌です。
lesson02	02_12	sound/02_12.mov	親の子供への愛をこれほど上手に歌った歌は世界でも数少ないのではないでしょうか。	I doubt there are many poems anywhere in the world which depict so skillfully the love of parents toward their children.		<a onclick="show('../vocab/1613.html')">親</a>の<a onclick="show('../vocab/1608.html')">子供</a>への<a onclick="show('../vocab/1614.html')">愛</a>をこれほど<a onclick="show('../vocab/1615.html')">上手</a>に歌った歌は<a onclick="show('../vocab/1550.html')">世界</a>でも<a onclick="show('../vocab/1616.html')">数少ない</a>のではないでしょうか。	親の子<a onclick="show_gif('../kanji/44.gif')">供</a>への愛をこれほど上手に歌った歌は世界でも数少ないのではないでしょうか。
lesson02	02_13	sound/02_13.mov	憶良は九州を監査する役人をしていましたが、その時の経験をよく歌にしています。	Okura was an official with responsibilities to visit and conduct inspections in the Kyūshū area. He often expressed his experiences on such occasions through poetry.		<a onclick="show('../vocab/1995.html')">憶良</a>は<a onclick="show('../vocab/2127.html')">九州</a>を<a onclick="show('../vocab/74.html')">監査</a>する<a onclick="show('../vocab/28.html')">役人</a>をしていましたが、その時の<a onclick="show('../vocab/414.html')">経験</a>をよく歌にしています。	憶良は九州を監<a onclick="show_gif('../kanji/47.gif')">査</a>する役人をしていましたが、その時の経<a onclick="show_gif('../kanji/96.gif')">験</a>をよく歌にしています。
lesson02	02_14	sound/02_14.mov	一度、漁業を営む志賀島という小さな島を訪ねた時、こんな話を耳にしました。	Once, when he visited the small island of Shika no shima where fishing was the [primary] industry, he heard the following story.		<a onclick="show('../vocab/1617.html')">一度</a>、<a onclick="show('../vocab/75.html')">漁業</a>を<a onclick="show('../vocab/717.html')">営む</a><a onclick="show('../vocab/1618.html')">志賀島</a>という小さな島を<a onclick="show('../vocab/718.html')">訪ね</a>た時、こんな話を<a onclick="show('../vocab/1619.html')">耳にし</a>ました。	一度、<a onclick="show_gif('../kanji/48.gif')">漁</a>業を<a onclick="show_gif('../kanji/49.gif')">営</a>む志賀島という小さな島を<a onclick="show_gif('../kanji/50.gif')">訪</a>ねた時、こんな話を耳にしました。
lesson02	02_15	sound/02_15.mov	この島に住んでいる漁師は対馬に駐屯していた防人達に食料を船で運ぶことになりました。	A fisherman living on the island had the duty of taking food supplies by boat to border guards stationed on Tsushima Island.		この島に<a onclick="show('../vocab/1620.html')">住んで</a>いる<a onclick="show('../vocab/76.html')">漁師</a>は<a onclick="show('../vocab/1621.html')">対馬</a>に<a onclick="show('../vocab/78.html')">駐屯</a>していた<a onclick="show('../vocab/1600.html')">防人</a>達に<a onclick="show('../vocab/719.html')">食料</a>を<a onclick="show('../vocab/1627.html')">船</a>で<a onclick="show('../vocab/1622.html')">運ぶ</a>ことになりました。	この島に住んでいる<a onclick="show_gif('../kanji/48.gif')">漁</a>師は対馬に駐屯していた<a onclick="show_gif('../kanji/40.gif')">防</a>人達に食<a onclick="show_gif('../kanji/51.gif')">料</a>を船で<a onclick="show_gif('../kanji/52.gif')">運</a>ぶことになりました。
lesson02	02_16	sound/02_16.mov	しかし、漁師はあまり年をとっているので危険な海に出ることをやめて、若い漁師の荒雄に自分の代わりに行ってもらうことにしました。	Since he had grown too old to carry on however, he decided to stop making the dangerous sea journey and have a young fisherman named Arao go in his place.		しかし、<a onclick="show('../vocab/76.html')">漁師</a>は<a onclick="show('../vocab/2128.html')">あまり</a><a onclick="show('../vocab/77.html')">年をとって</a>いるので<a onclick="show('../vocab/720.html')">危険な</a>海に出ることをやめて、<a onclick="show('../vocab/721.html')">若い</a>漁師の<a onclick="show('../vocab/79.html')">荒雄</a>に自分の<a onclick="show('../vocab/1623.html')">代わり</a>に<a onclick="show('../vocab/1624.html')">行ってもらう</a>ことにしました。	しかし、<a onclick="show_gif('../kanji/48.gif')">漁</a>師はあまり年をとっているので<a onclick="show_gif('../kanji/53.gif')">危</a><a onclick="show_gif('../kanji/54.gif')">険</a>な海に出ることをやめて、<a onclick="show_gif('../kanji/55.gif')">若</a>い漁師の荒雄に自分の代わりに行ってもらうことにしました。
lesson02	02_17	sound/02_17.mov	ところが、ひどい急の嵐に荒雄が乗っていた船が沈んでしまい荒雄も行方不明になってしまいました。	But the boat which Arao rode was caught in a sudden fierce storm         and sank, and Arao was lost at sea.		ところが、<a onclick="show('../vocab/1625.html')">ひどい</a>急の<a onclick="show('../vocab/80.html')">嵐</a>に<a onclick="show('../vocab/79.html')">荒雄</a>が<a onclick="show('../vocab/723.html')">乗って</a>いた<a onclick="show('../vocab/1627.html')">船</a>が<a onclick="show('../vocab/1549.html')">沈</a>んでしまい荒雄も<a onclick="show('../vocab/81.html')">行方不明</a>になってしまいました。	ところが、ひどい急の嵐に荒雄が<a onclick="show_gif('../kanji/363.gif')">乗</a>っていた船が沈んでしまい荒雄も行方不明になってしまいました。
lesson02	02_18	sound/02_18.mov	荒雄の妻は「死んでしまったとはどうしても思えないのです。もう８年間も食事時になると、ご飯を茶碗に盛って門に出てみるのですが。」と言って目に手をあてました。	His wife, with her hand shading her eyes, said, "I simply cannot believe he is dead.  For the past eight years at meal time I pile rice on his bowl and go to the gate to look for him."		<a onclick="show('../vocab/79.html')">荒雄</a>の<a onclick="show('../vocab/722.html')">妻</a>は「<a onclick="show('../vocab/1626.html')">死んで</a>しまったとは<a onclick="show('../vocab/1010.html')">どうしても</a>思えないのです。もう８年間も<a onclick="show('../vocab/1628.html')">食事時</a>になると、<a onclick="show('../vocab/727.html')">ご飯</a>を<a onclick="show('../vocab/82.html')">茶碗</a>に<a onclick="show('../vocab/1629.html')">盛って</a><a onclick="show('../vocab/1630.html')">門</a>に出てみるのですが。」と言って目に<a onclick="show('../vocab/1632.html')">手をあて</a>ました。	荒雄の<a onclick="show_gif('../kanji/56.gif')">妻</a>は「死んでしまったとはどうしても思えないのです。もう８年間も食事時になると、ご飯を茶碗に<a onclick="show_gif('../kanji/364.gif')">盛</a>って門に出てみるのですが。」と言って目に手をあてました。
lesson02	02_19	sound/02_19.mov	働く夫を亡くした妻や子の悲しみや生きていく苦しみを思うと、憶良は胸が痛くなって慰めの言葉も出てきません。	Okura's breast filled with pain at the thought of the sorrow and the difficulties awaiting the wife and children who had lost their working husband and father, and he could find no words of comfort.		働く<a onclick="show('../vocab/724.html')">夫</a>を<a onclick="show('../vocab/1634.html')">亡くした</a><a onclick="show('../vocab/722.html')">妻</a>や子の<a onclick="show('../vocab/1635.html')">悲しみ</a>や生きていく<a onclick="show('../vocab/725.html')">苦しみ</a>を思うと、<a onclick="show('../vocab/1995.html')">憶良</a>は<a onclick="show('../vocab/83.html')">胸が痛くなって</a><a onclick="show('../vocab/84.html')">慰め</a>の<a onclick="show('../vocab/2096.html')">言葉</a>も出てきません。	働く<a onclick="show_gif('../kanji/399.gif')">夫</a>を亡くした<a onclick="show_gif('../kanji/56.gif')">妻</a>や子の悲しみや生きていく<a onclick="show_gif('../kanji/365.gif')">苦</a>しみを思うと、憶良は<a onclick="show_gif('../kanji/57.gif')">胸</a>が<a onclick="show_gif('../kanji/58.gif')">痛</a>くなって慰めの言葉も出てきません。
lesson02	02_20	sound/02_20.mov	そして妻の気持ちを次のような歌に詠みました。	He expressed the feelings of the wife in this poem:		そして<a onclick="show('../vocab/722.html')">妻</a>の<a onclick="show('../vocab/1636.html')">気持ち</a>を次のような歌に<a onclick="show('../vocab/1637.html')">詠み</a>ました。	そして<a onclick="show_gif('../kanji/56.gif')">妻</a>の気持ちを次のような歌に詠みました。
lesson02	02_21	sound/02_21.mov	荒雄らを　来んか来じかと　飯盛りて　門にいでたち　待てど来まさず	While wondering whether they will come or not, I dish up his rice and go to the gate to wait, and yet they do not return.		<a onclick="show('../vocab/85.html')">荒雄ら</a>を<a onclick="show('../vocab/86.html')">来んか</a><a onclick="show('../vocab/87.html')">来じか</a>と<a onclick="show('../vocab/88.html')">飯盛りて</a><a onclick="show('../vocab/89.html')">門にいでたち</a><a onclick="show('../vocab/90.html')">待てど</a><a onclick="show('../vocab/91.html')">来まさず</a>	荒雄らを 来んか来じかと 飯<a onclick="show_gif('../kanji/364.gif')">盛</a>りて 門にいでたち 待てど来まさず
